X,Y,XERR,YERR,YMODEL
0.5182999969,0.2441663482,0.007300019264,0.0522860476,0.1069420902
0.5329000056,0.3035294216,0.007299989462,0.05704121588,0.1071775652
0.5474999845,0.1166018144,0.007299989462,0.04635234547,0.107500769
0.5620999932,0.188643949,0.007300019264,0.05087203862,0.1087368601
0.576700002,0.2245648648,0.007299989462,0.05878457147,0.1113430403
0.5912999809,0.2216852768,0.007299989462,0.05634839101,0.1153857761
0.6058999896,0.2781666297,0.007300019264,0.05843351634,0.120171738
0.6204999983,0.2606876239,0.007299989462,0.05502209518,0.1248541047
0.6351000071,0.2587668421,0.007300019264,0.0532955719,0.1291825753
0.6497000158,0.1994058219,0.007299989462,0.04817254365,0.1328805653
0.6642999947,0.1556041615,0.007299989462,0.04473063512,0.1360740919
0.6789000034,0.1921047609,0.007300019264,0.0476159785,0.1389818607
0.6935000122,0.1483038848,0.007299989462,0.04413089256,0.141566108
0.7080999911,0.1794247171,0.007299989462,0.04845308682,0.1440651429
0.7226999998,0.1711638789,0.007300019264,0.04691369438,0.1466767333
0.7373000085,0.2247674782,0.007299989462,0.04647354688,0.1493176438
0.7518999875,0.1848052685,0.007299989462,0.04705322391,0.1520213884
0.7664999962,0.1984451491,0.007300019264,0.04719195785,0.1546313421
0.7811000049,0.2130465127,0.007299989462,0.04830825138,0.1570549169
0.7956999838,0.1609847129,0.007299989462,0.04321034572,0.1593231525
0.8102999926,0.2174663136,0.007300019264,0.04589639767,0.1613517607
0.8249000013,0.1502236101,0.007299989462,0.04620092488,0.1631394395
0.8467999995,0.1254429358,0.01460000873,0.02910456794,0.1653687248
0.8686999977,0.3050705223,0.007299989462,0.05240252861,0.1670859476
0.8833000064,0.2695279009,0.007300019264,0.05072503015,0.1679985234
0.8979000151,0.141003608,0.007299989462,0.04352288637,0.1687948565
0.9198000133,0.133223128,0.01460000873,0.0299515678,0.1699779901
0.9417000115,0.1483038848,0.007299989462,0.04413089256,0.1711579912
0.9562999904,0.2291881669,0.007299989462,0.04396134583,0.1719023635
0.9708999991,0.2704877597,0.007300019264,0.05163838506,0.1725492929
0.9855000079,0.1901858198,0.007299989462,0.045610417,0.1730702872
1.000100017,0.241286772,0.007300019264,0.04953128699,0.1734745754
1.014699996,0.1327440105,0.00729995966,0.04180271492,0.1737588867
1.029299974,0.2145867374,0.007300019264,0.04273168539,0.1739079443
1.043900013,0.2203458899,0.007300019264,0.04885654206,0.1738557885
1.058499992,0.2339884355,0.00729995966,0.04899075401,0.173499191
1.073099971,0.1780855027,0.007300019264,0.03949087123,0.1727276828
1.094999969,0.102582499,0.01459997892,0.02684009737,0.1707174041
1.116899967,0.1264025385,0.007300019264,0.04228047966,0.1680289434
1.131500006,0.1581044794,0.007300019264,0.0398326041,0.1660014418
1.146099985,0.1093019839,0.00729995966,0.04577404284,0.1639686039
1.167999983,0.08193181597,0.01460003853,0.02317110871,0.1609697853
1.189899981,0.1508054638,0.00729995966,0.03915824031,0.1582039523
1.211799979,0.1186223622,0.01460003853,0.02904822104,0.1556158012
1.240999997,0.09672201626,0.01459997892,0.02763810729,0.1524169752
1.270200014,0.1271730857,0.01460003853,0.02769298991,0.1494289505
1.299400032,0.08510235749,0.01459997892,0.02295331022,0.1466586563
1.328599989,0.1213131222,0.01459997892,0.02846721096,0.1441314058
1.357800007,0.09576176264,0.01460003853,0.02677894087,0.141726717
1.387000024,0.06704097797,0.01459997892,0.02517743377,0.1390991201
1.416199982,0.1169937401,0.01459997892,0.024495277,0.1359723411
1.4454,0.1174731919,0.01460003853,0.02496772373,0.1323499396
1.474600017,0.09528222225,0.01459997892,0.02633901681,0.1283456503
1.496500015,0.1254426798,0.007300019264,0.04115999068,0.1250858753
1.518400013,0.08606222016,0.01459997892,0.02394998738,0.1215414885
1.547599971,0.06560118396,0.01459997892,0.02374409406,0.1165146658
