MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+,factor|7,factor|7-,factor|7+
constant*tbabs*apec,18758.331055000002,0.567334381,0.01058781124,3,446.5160172,430.3782833,196,7.164723402,2.0852349539999997,3.4353323180000004,0.002138023028,0.00012460922699999988,0.00019431026699999986,1.47572229,0.09338496500000004,0.1005600310000001
