SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/J215504.8-093520_obsid2957_grp.pi,9382.28125,0.1761964253,0.006225386151,0.1196112382,0.005192763326332051,0.003929503494462252,0.2961584754,0.032730243158615724,0.03877647741874614

