MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,9382.28125,0.1761964253,0.006225386151,2,135.5304355,130.0842637,73,3.855727952,1.0796551779999999,2.1503916750000003,0.001612688463,9.727376199999993e-5,9.921507500000007e-5
