SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/r500/J215504.8-093520_obsid2957_grp.pi,9382.28125,0.1761964253,0.006225386151,0.1191342404,0.003545049467070924,0.004736758373001535,0.2943448209,0.03784882666890727,0.024690577783979636

