MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+,factor|7,factor|7-,factor|7+
constant*tbabs*apec,18758.331055000002,0.2446307748,0.005944676351,3,127.4226204,119.7018812,90,2.905059019,0.4345177119999999,0.6618858970000003,0.001133474141,6.307100800000002e-5,6.492197399999991e-5,1.077139034,0.08344813569999998,0.09029069300000003
