SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/r500_froztemp/12833A_obsid15378_grp.pi,19812.78516,0.01146634563,0.002232043138,0.06012535029,0.009186262321317052,0.008579307068084858,0.08517596121,0.014454037726857208,0.018152167138875373

