MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.01146634563,0.002232043138,2,39.39947446,38.16939663,37,1.331176901,0.26645172000000006,0.642815809,0.0001903510235,5.3716062299999996e-5,5.890914560000002e-5
