SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/r2500/12833A_obsid15378_grp.pi,19812.78516,0.009604462926,0.0009329837479,0.04538894274,0.0037181621335933596,0.0038463487596485497,0.06726735949,0.005080431536276956,0.006981939964313969

