MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.0147172667,0.001957315373,2,33.55535244,32.84284876,30,1.587668311,0.38464909300000016,0.9969372140000001,0.0002335920641,5.4710804599999985e-5,5.168370210000003e-5
