MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.009604462926,0.0009329837479,2,5.778029374,5.423957492,10,1.441882709,0.22010521399999994,0.4757192210000001,0.0001527993508,2.644716340000002e-5,2.9741858799999985e-5
