MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.01029575946,0.001067521142,2,15.57516475,15.18714168,13,1.257301597,0.2001062880000002,0.3273969699999999,0.0001503902732,2.7601914500000014e-5,3.2388210399999996e-5
