SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/r500/12833B_obsid15378_grp.pi,19812.78516,0.003496714871,0.001603440398,0.01441920168,0.01441920168,0.004932581493214577,0.0302121515,0.0302121515,0.019772001673442913

