MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.003496714871,0.001603440398,2,14.49315202,14.37163981,19,2.813441163,2.6291233228,-2.813441163,5.589760802e-5,3.9872624220000004e-5,4.04681554e-5
