MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,9376.049805,-0.01015643489,0.004614408162,2,57.27902081,57.21224609,31,1.145182519,1.145182519,-1.145182519,2.956633558e-5,2.956633558e-5,5.153625084e-5
