SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/J215437.2-091532.4_obsid2958_grp.pi,9376.049805,-0.01015643489,0.004614408162,0.003228151544,0.0032281515439999994,0.0023678150057707815,0.004277550817,0.004277550817,0.0061255922373532525

