name,0,1,2,3,4,5,converged
25124,200.0,816.3250018881072,868.5924924095498,880.1569021477474,879.5257907579235,879.5257907579235,True
44739,200.0,423.4983795275198,411.73284793239503,420.40802194718015,411.21216327051206,411.21216327051206,True
19670A,200.0,416.5000099131723,475.8043931090409,461.8541966110074,479.6193037127272,479.6193037127273,True
19670B,200.0,712.0671921818334,429.16895541007165,558.6471108005891,483.87657089982184,520.9021006213667,True
12833,200.0,478.5295724274915,485.3129140032245,483.33589443764686,480.2900547101643,480.2900547101643,True
44858,200.0,734.1890698929454,658.962235424616,610.8356658800174,606.2388766711687,606.2388766711687,True
PHL1811,200.0,615.0519135890845,554.8787200888909,556.5067209835742,555.5870749683477,555.5870749683477,True
50433,200.0,443.30524170378345,501.7751220459596,464.0912975060138,484.1891161717825,484.1891161717826,True
