name,ra,dec,redshift,r2500,Tx2500,Tx2500-,Tx2500+,Lx2500_0.5-2.0,Lx2500_0.5-2.0-,Lx2500_0.5-2.0+,Lx2500_0.01-100.0,Lx2500_0.01-100.0-,Lx2500_0.01-100.0+
12833B,129.44508999,44.37863255,0.147,207.16898689228702,1.17399,0.0710800760000001,0.0799938009999998,2.0084508470000003e+42,1.8843637934153003e+41,1.6679376684597001e+41,3.7376286300000004e+42,3.0507888107032e+41,5.1177727819419e+41
PHL1811B,328.65528456,-9.25911786,0.078,187.472640578233,0.959488,0.0395783334,0.04346894,5.201244677e+41,7.827132323871001e+40,9.164975764395002e+40,8.867893887000001e+41,1.1680272142524e+41,1.3590235409423001e+41
25124B,243.5057968,26.6870772,0.187,327.6249269731517,4.33369,1.633109712,4.424407575000001,2.188118032e+42,3.6014506447837e+41,3.546524119532e+41,6.675147758e+42,1.7050713827471102e+42,1.5104507544199602e+42
