12833 rbs711_126_1339     129.614897 44.172196 0.14399  0.580 E 1719  -768  68.9
12833 1237655108362174725 129.466743 44.459596 0.14737  1.98  A 1556   114  68.9
12833 rbs711_109_1207     129.668913 44.289364 0.14334  0.459 C 1641  -938  67.4
12833 rbs711_73_243       129.331584 44.461864 0.14702  0.580 E 1665    24  67.2
12833 1237654652565651690 129.426343 44.374180 0.14927  2.69  A  734   612  63.3
12833 1237654652565520483 129.338620 44.089159 0.14882  0.160 C 2001   493  61.2
12833 rbs711_91_910       129.599690 44.429485 0.14513  0.529 C 1716  -471  61.1
12833 rbs711_214_724      129.125490 44.251896 0.14891  0.783 A 2023   518  55.4
12833 rbs711_152_955      129.377389 44.186016 0.14973  0.869 A 1062   732  55.3
12833 rbs711_87_866       129.581308 44.454063 0.14640  1.13  C 1815  -139  54.7
12833 rbs711_117_1407     129.693074 44.209873 0.14552  0.714 A 1970  -369  52.9
12833 1237655108362174700 129.354902 44.492543 0.14700  1.93  C 1890    18  52.1
16803 1237655498141270296 234.964227 -2.038841 0.14815  6.80  A  158   -63  99.7
16803 sdss1540_275_503    234.941540 -2.074340 0.14812  1.03  A  488   -70  99.7
16803 1237655498141270269 234.949579 -2.033421 0.14790  2.01  C  302  -127  99.6
16803 1237655691945836795 234.933090 -2.014718 0.14841  2.31  C  510     5  99.6
16803 sdss1540_254_416    234.970307 -2.118609 0.14785  1.03  A  740  -141  99.3
16803 1237655498141270424 235.027343 -2.057876 0.14837  3.46  C  465    -4  99.3
16803 1237655498141270391 235.007329 -2.058280 0.14952  4.89  A  299   295  99.3
16803 sdss1540_291_657    234.909754 -2.021402 0.14704  1.12  A  691  -352  97.8
16803 1237655691945836877 234.977958 -2.006994 0.15039  1.95  C  315   522  97.4
16803 sdss1540_255_588    234.923143 -2.127417 0.15032  0.597 C  980   504  97.4
16803 sdss1540_295_344    234.993753 -2.045437 0.15097  0.718 C  129   674  97.3
16803 sdss1540_286_547    234.934645 -2.042969 0.15092  0.620 C  435   660  97.3
16803 1237655498141270213 234.918780 -2.031483 0.15068  2.96  C  589   599  97.3
16803 sdss1540_229_220    235.034895 -2.125181 0.15031  1.63  C  943   501  96.9
16803 sdss1540_344_155    235.069055 -2.043311 0.14838  0.820 C  827    -3  96.9
16803 sdss1540_353_185    235.074706 -2.033800 0.14797  1.23  A  882  -110  96.9
16803 sdss1540_225_254    235.031762 -2.135590 0.15099  1.39  A 1012   679  96.7
16803 1237655498141270961 234.990357 -2.180719 0.14938  0.515 A 1320   258  94.8
16803 sdss1540_215_416    235.015082 -2.179881 0.15011  1.23  A 1347   449  94.7
16803 1237655498141270464 235.048419 -2.169946 0.14783  2.13  A 1370  -146  94.6
16803 sdss1540_232_584    234.954242 -2.186261 0.14772  0.853 A 1391  -175  94.5
16803 sdss1540_207_459    235.024052 -2.199019 0.14998  0.947 C 1542   415  94.5
16803 sdss1540_63_146     235.116977 -2.065781 0.14706  1.48  A 1298  -347  94.4
16803 sdss1540_81_136     235.118408 -2.078488 0.14932  1.04  C 1338   243  94.4
16803 1237655498141270319 234.983523 -2.196621 0.14758  7.33  A 1466  -211  94.4
16803 sdss1540_104_156    235.123386 -2.094928 0.14859  1.23  C 1431    52  94.3
16803 sdss1540_185_366    235.073747 -2.186265 0.14930  1.60  C 1622   238  94.3
16803 1237655498141335925 235.061101 -2.188603 0.14667  1.58  C 1581  -450  94.1
16803 sdss1540_210_538    235.007787 -2.215165 0.14937  1.08  C 1659   256  94.0
16803 sdss1540_199_480    235.038729 -2.211297 0.15108  0.839 C 1693   702  93.8
16803 sdss1540_11_300     235.095892 -2.002550 0.14777  1.27  C 1136  -162  93.8
16803 sdss1540_45_268     235.133285 -2.031495 0.14826  1.42  A 1432   -34  90.8
16803 1237655691945836803 234.936374 -1.957532 0.14977  3.22  A  884   360  90.3
16803 sdss1540_275_801    234.858856 -2.068358 0.14858  0.898 A 1175    50  88.8
16803 sdss1540_320_685    234.958677 -1.938995 0.15069  1.03  A  975   600  86.5
16803 sdss1540_331_546    235.007100 -1.952255 0.14585  0.620 C  864  -663  85.1
16803 sdss1540_216_683    234.970708 -2.239341 0.14906  1.03  A 1869   175  84.0
16803 sdss1540_187_544    235.063791 -2.234963 0.14686  0.680 C 1984  -399  83.8
16803 sdss1540_221_549    234.981036 -2.200240 0.14568  0.898 A 1500  -707  83.0
16803 sdss1540_246_505    234.953256 -2.143418 0.14554  0.718 C 1001  -744  82.0
16803 sdss1540_323_204    235.046611 -2.039641 0.14549  1.18  A  616  -757  82.0
16803 sdss1540_239_833    234.883046 -2.205204 0.14694  1.08  A 1799  -379  81.4
16803 1237655498141270249 234.944052 -2.066769 0.14538  2.51  A  425  -785  81.4
16803 sdss1540_212_744    234.973497 -2.261484 0.14923  1.23  A 2076   219  78.6
16803 sdss1540_294_660    234.912858 -2.011349 0.14486  1.03  A  695  -922  65.6
16803 1237655691409031412 235.075812 -2.269518 0.14758  2.29  A 2327  -211  64.6
16803 1237655498141270920 234.975587 -2.090936 0.15229  1.62  C  476  1019  63.0
16803 1237655691408965901 234.966356 -2.290281 0.14697  1.49  C 2349  -371  63.0
16803 sdss1540_330_778    234.970222 -1.899088 0.14864  6.81  A 1331    65  61.7
16803 sdss1540_175_679    235.098238 -2.272838 0.14922  1.08  C 2443   217  57.5
16803 sdss1540_279_1043   234.794025 -2.043782 0.14686  1.35  A 1754  -399  57.4
16803 sdss1540_284_1055   234.795957 -2.015644 0.14746  0.655 C 1751  -243  54.2
16803 1237655691945902487 235.154285 -1.950655 0.14822  1.79  C 1832   -46  53.3
16803 1237655691945836906 234.975625 -1.870832 0.14847  3.49  A 1593    20  50.5
16803 sdss1540_140_602    235.190477 -2.211527 0.14544  1.12  C 2538  -770  43.0
19670 sbs0956_87_726      150.199427 50.767933 0.13361  2.71  A  229  -217 100.0
19670 sbs0956_84_882      150.262799 50.792747 0.13341  0.743 C  363  -270 100.0
19670 sbs0956_80_899      150.262213 50.814877 0.13337  0.601 C  401  -280 100.0
19670 1237657632190627883 150.159170 50.764552 0.13344  4.70  C  328  -263 100.0
19670 sbs0956_80_758      150.202131 50.805466 0.13421  0.408 C  101   -58 100.0
19670 sbs0956_87_700      150.188212 50.766033 0.13455  0.312 A  249    32 100.0
19670 sbs0956_85_725      150.197110 50.776314 0.13479  0.748 A  156    95  99.9
19670 sbs0956_86_1018     150.326143 50.779293 0.13377  0.392 A  721  -174  99.9
19670 1237657591924785305 150.333244 50.792518 0.13425  2.79  C  748   -47  99.9
19670 sbs0956_83_756      150.207367 50.789936 0.13292  2.16  A   72  -399  99.8
19670 1237657632190693462 150.256737 50.793943 0.13266  7.89  A  330  -467  99.8
19670 sbs0956_77_869      150.240326 50.830551 0.13263  0.241 A  394  -476  99.8
19670 sbs0956_87_574      150.133066 50.763420 0.13269  0.820 A  437  -460  99.8
19670 sbs0956_95_594      150.140662 50.725380 0.13257  0.709 C  669  -492  99.6
19670 sbs0956_79_1010     150.304384 50.833103 0.13501  0.471 A  678   153  99.6
19670 1237657632190627974 150.066734 50.755232 0.13439  2.76  A  784   -10  99.4
19670 sbs0956_94_463      150.084887 50.736034 0.13390  0.356 C  790  -140  99.4
19670 1237657632190628054 150.214934 50.805015 0.13534  5.01  A  137   241  99.3
19670 sbs0956_84_562      150.125141 50.774754 0.13210  1.35  C  424  -616  98.5
19670 sbs0956_89_727a     150.201058 50.757042 0.13579  1.62  C  324   359  98.1
19670 sbs0956_80_884      150.253615 50.818294 0.13579  1.03  A  375   359  98.1
19670 sbs0956_99_724      150.190830 50.699467 0.13556  0.195 C  821   299  98.0
19670 1237657632190628024 150.185143 50.785804 0.13587  1.60  C   96   382  98.0
19670 sbs0956_80_858      150.243130 50.815186 0.13171  0.931 C  312  -719  97.0
19670 sbs0956_69_954      150.239396 50.885742 0.13173  1.26  C  823  -714  96.9
19670 1237657591924719897 150.238861 50.774098 0.13150  1.31  A  291  -775  96.7
19670 sbs0956_106_495     150.080023 50.690456 0.13277  0.988 C 1100  -439  96.6
19670 1237657632190627956 149.998672 50.788504 0.13300  2.97  A 1080  -377  96.5
19670 1237657632190562635 149.995411 50.780697 0.13269  0.506 A 1103  -461  96.5
19670 sbs0956_88_274      150.002246 50.751678 0.13338  0.820 C 1122  -277  96.5
19670 sbs0956_77_1143     150.353637 50.857002 0.13592  0.748 A 1015   394  96.5
19670 1237657632190627991 150.023588 50.837963 0.13570  1.76  A 1015   335  96.5
19670 sbs0956_81_794      150.219340 50.803532 0.13604  0.820 A  149   425  96.3
19670 sbs0956_65_999      150.233502 50.913639 0.13289  1.19  C 1050  -407  95.9
19670 sbs0956_65_290      149.984007 50.795311 0.13356  0.567 A 1159  -230  95.7
19670 1237657632190562537 149.984572 50.760349 0.13176  1.14  A 1193  -706  95.7
19670 sbs0956_80_1204     150.390487 50.839691 0.13543  1.18  C 1130   264  94.4
19670 sbs0956_113_410     150.033388 50.685112 0.13301  0.446 C 1298  -375  94.0
19670 sbs0956_84_845      150.247478 50.788151 0.13632  1.13  C  285   499  93.5
19670 1237657632190562432 149.958823 50.778650 0.13346  1.07  A 1304  -257  93.2
19670 sbs0956_66_1005     150.243244 50.907921 0.13630  0.376 C 1013   494  93.1
19670 sbs0956_81_179      149.958100 50.760170 0.13204  0.225 A 1334  -632  93.0
19670 sbs0956_44_384      149.967885 50.838970 0.13374  0.418 C 1304  -182  92.9
19670 sbs0956_68_1081     150.281553 50.910072 0.13097  0.430 A 1102  -914  88.8
19670 sbs0956_117_267     149.974222 50.701134 0.13334  0.261 E 1457  -288  87.6
19670 sbs0956_98_577      150.130234 50.714848 0.13653  0.298 C  776   555  86.3
19670 1237657632190562509 149.934622 50.739147 0.13185  0.992 A 1507  -682  85.6
19670 sbs0956_31_240      149.919405 50.809322 0.13393  1.39  C 1517  -132  85.3
25124 1237662619189838119 243.512392 26.625859 0.18623  3.71  A  290    26  99.1
25124 b1612_6_338         243.554077 26.640946 0.18664  1.84  C  224   129  99.1
25124 1237662619189837900 243.540465 26.647870 0.18640  2.21  C  260    69  99.1
25124 b1612_337_450       243.493767 26.664057 0.18719  2.84  A  651   268  99.1
25124 1237662619189837901 243.541445 26.648761 0.18812  5.51  A  270   504  99.0
25124 1237662619189837844 243.504132 26.692949 0.18728  8.19  C  855   290  99.0
25124 1237662619189837842 243.504250 26.689543 0.18710  1.12  A  820   244  99.0
25124 b1612_22_441        243.590040 26.662842 0.18718  1.24  C  655   265  98.8
25124 b1612_352_569       243.521948 26.704216 0.18505  0.929 C  917  -273  95.8
25124 1237662619189772711 243.480377 26.738583 0.18754  2.80  A 1424   356  95.5
25124 b1612_348_747       243.499432 26.751102 0.18777  1.41  C 1487   415  95.4
25124 b1612_350_773       243.506441 26.759483 0.18729  1.84  A 1561   293  95.4
25124 1237662619189838244 243.629655 26.644804 0.18688  3.15  A  923   190  87.9
25124 b1612_291_214       243.482752 26.570368 0.18516  1.86  C  852  -245  87.9
25124 b1612_305_53        243.531018 26.556435 0.18507  1.84  C  780  -268  87.1
25124 1237662640658841658 243.629601 26.730657 0.18426 16.6   A 1493  -472  86.9
25124 1237662640658841941 243.648112 26.717774 0.18874  3.70  A 1507   660  83.9
25124 b1612_323_836       243.396006 26.738296 0.18516  1.34  C 1946  -245  81.4
25124 b1612_13_577        243.579798 26.704605 0.18323  1.72  A  983  -733  81.2
25124 b1612_357_393       243.536882 26.656389 0.18337  1.02  C  359  -698  81.2
25124 b1612_323_507       243.456087 26.664093 0.18334  1.02  C  966  -705  81.2
25124 b1612_344_511       243.502522 26.684589 0.18303  1.53  A  779  -784  81.0
25124 b1612_13_933        243.600655 26.801601 0.18594  1.34  C 2086   -48  76.6
25124 b1612_43_724        243.687057 26.702814 0.18340  1.53  A 1718  -690  74.3
25124 b1612_52_620        243.688545 26.661825 0.18495  1.96  A 1547  -298  74.2
25124 b1612_25_921        243.650465 26.785215 0.18483  2.36  A 2122  -329  73.3
25124 b1612_354_492       243.529358 26.683470 0.18231  1.49  A  673  -966  72.0
25124 b1612_38_849        243.694668 26.741384 0.18524  1.06  C 2035  -225  70.4
25124 b1612_234_114       243.516970 26.527134 0.18564  1.79  A 1131  -124  60.2
32123 sdss1333_291_546    203.063049 45.373932 0.15941  0.628 C  398   -78  99.3
32123 1237661360761471098 203.099533 45.395529 0.15906  2.54  A  253  -169  99.3
32123 1237661433777029221 203.117247 45.416476 0.15892  2.83  C  308  -203  99.2
32123 sdss1333_287_495    203.072233 45.354637 0.15978  0.968 A  584    18  98.4
32123 1237661433776963784 203.000758 45.420384 0.16007  4.51  C  515    94  97.9
32123 sdss1333_296_790    202.996616 45.427727 0.15909  0.516 C  558  -160  97.9
32123 sdss1333_301_364    203.142242 45.366959 0.15934  0.712 A  667   -96  97.2
32123 1237661360761471128 203.142678 45.361986 0.15867  2.27  C  704  -269  97.2
32123 sdss1333_314_756    203.076610 45.472092 0.15869  0.887 C  589  -264  97.0
32123 sdss1333_284_729    202.980652 45.367565 0.16112  1.45  A  794   365  95.2
32123 1237661433777029234 203.163416 45.457117 0.16045  4.45  A  767   191  95.2
32123 1237661433776963767 202.992082 45.483172 0.16002  3.52  A  902    81  94.2
32123 sdss1333_302_930    202.974272 45.470879 0.15798  1.00  C  903  -447  94.1
32123 sdss1333_301_959    202.962570 45.473698 0.15782  1.06  C  984  -489  93.6
32123 sdss1333_289_471    203.085251 45.358959 0.16142  0.856 A  547   442  92.0
32123 sdss1333_311_973    203.010006 45.512176 0.16137  0.650 A 1084   429  89.9
32123 1237661433776963797 203.080373 45.517850 0.16174  2.03  C 1046   524  87.6
32123 sdss1333_309_1050   202.976060 45.519962 0.15868  0.695 A 1265  -266  87.2
32123 sdss1333_297_1080   202.904677 45.476009 0.16051  0.896 C 1338   207  85.6
36001 1237667549268148342 157.086777 21.355513 0.18752  4.69  C  315   -92  92.8
36001 sdss1028_12_229     157.073436 21.394539 0.18867  0.678 E  750   199  89.4
36001 1237667549268082878 157.045047 21.375382 0.18783  8.49  A  807   -12  89.2
36001 1237667536399564944 157.014096 21.304513 0.18756  3.29  A 1083   -80  85.9
36001 sdss1028_297_284    156.986060 21.369490 0.18658  2.01  C 1359  -328  82.6
36001 sdss1028_169_215    157.072120 21.273083 0.18759  0.816 C  839   -73  79.7
44564 cso1022_252_769     208.113456 36.265675 0.14554  0.399 A   65   126 100.0
44564 cso1022_249_708     208.138490 36.262070 0.14610  9.66  A  134   272 100.0
44564 cso1022_247_774     208.124285 36.244125 0.14490  1.46  A  162   -42 100.0
44564 cso1022_254_807     208.096947 36.271324 0.14479  0.493 A  197   -71 100.0
44564 cso1022_246_753     208.133912 36.242416 0.14443  0.327 C  202  -165 100.0
44564 cso1022_250_858     208.090482 36.246872 0.14467  1.06  A  260  -102 100.0
44564 cso1022_262_790     208.091225 36.305073 0.14620  0.311 A  457   298 100.0
44564 1237662685753311429 208.083703 36.278130 0.14589  3.30  A  313   218 100.0
44564 cso1022_257_813     208.089252 36.284828 0.14511  0.283 A  316    13 100.0
44564 cso1022_261_752     208.104901 36.303677 0.14573  0.364 A  406   175 100.0
44564 cso1022_244_659     208.166142 36.250111 0.14411  0.733 A  355  -249 100.0
44564 1237662685753376963 208.180283 36.266770 0.14440  1.69  A  447  -172 100.0
44564 1237662685753376967 208.162092 36.203144 0.14443  3.66  A  620  -165 100.0
44564 cso1022_256_518     208.188500 36.303368 0.14635  0.332 A  636   338 100.0
44564 1237662685753376995 208.199025 36.227883 0.14562  1.63  A  661   146 100.0
44564 cso1022_261_518     208.184152 36.316959 0.14476  0.283 A  697   -79 100.0
44564 cso1022_266_544     208.171720 36.333157 0.14634  0.882 A  763   335 100.0
44564 1237664854715072690 208.206989 36.308085 0.14595 10.3   A  773   232 100.0
44564 cso1022_237_801     208.144398 36.206817 0.14549  0.833 A  534   113 100.0
44564 cso1022_270_579     208.158975 36.345352 0.14596  0.479 A  824   236 100.0
44564 cso1022_255_673     208.138575 36.287804 0.14390  1.40  A  278  -304  99.9
44564 1237664854715072648 208.162762 36.307017 0.14380  2.25  C  525  -330  99.9
44564 1237662685753311408 208.028163 36.255575 0.14399  3.01  A  687  -280  99.7
44564 cso1022_260_693     208.125243 36.305706 0.14356  0.303 A  409  -393  99.6
44564 cso1022_253_525     208.189902 36.294155 0.14344  0.243 C  598  -424  99.3
44564 cso1022_232_719     208.181176 36.207748 0.14693  0.332 A  669   490  99.0
44564 cso1022_235_955     208.113356 36.170322 0.14629  0.295 E  841   322  98.8
44564 cso1022_245_1053    208.047609 36.196464 0.14475  0.236 A  807   -81  98.8
44564 cso1022_249_796     208.111811 36.250652 0.14326  0.236 C  118  -471  97.8
44564 cso1022_256_1105    207.996897 36.250961 0.14556  0.600 C  923   131  97.1
44564 cso1022_265_514     208.182921 36.328602 0.14738  0.668 A  773   607  95.9
44564 cso1022_259_938     208.045650 36.281216 0.14735  0.332 A  584   600  95.9
44564 cso1022_230_975     208.126888 36.151024 0.14427  1.10  A 1018  -207  95.9
44564 cso1022_256_1075    208.006267 36.254601 0.14744  0.966 A  850   623  95.8
44564 cso1022_247_648     208.162150 36.261677 0.14306  0.221 A  310  -524  95.3
44564 cso1022_251_710     208.134227 36.268360 0.14768  0.230 A  121   686  95.2
44564 cso1022_253_602     208.165812 36.285011 0.14765  0.385 A  401   678  95.2
44564 cso1022_279_399     208.223705 36.368343 0.14755  0.507 A 1248   652  95.1
44564 cso1022_231_1008    208.115830 36.146946 0.14483  0.431 C 1055   -60  94.8
44564 cso1022_255_581     208.169818 36.293491 0.14794  0.781 A  471   754  94.6
44564 cso1022_235_348     208.268323 36.283421 0.14794  0.482 A 1117   754  94.6
44564 cso1022_249_594     208.174067 36.275593 0.14799  0.482 A  419   767  94.6
44564 cso1022_279_341     208.243303 36.365154 0.14784  1.16  A 1321   728  94.6
44564 cso1022_285_591     208.163924 36.396053 0.14686  0.668 A 1281   471  94.6
44564 cso1022_285_409     208.224664 36.382423 0.14675  0.446 E 1357   442  94.5
44564 cso1022_211_438     208.293915 36.237144 0.14704  0.918 A 1308   518  94.4
44564 cso1022_284_681     208.133984 36.402626 0.14382  0.393 C 1304  -325  94.3
44564 cso1022_274_951     208.031774 36.368881 0.14597  0.507 A 1188   238  93.7
44564 cso1022_224_933     208.163352 36.141197 0.14577  0.230 C 1152   186  93.2
44564 cso1022_205_413     208.309393 36.239227 0.14382  0.269 E 1418  -325  93.1
44564 cso1022_215_254     208.315859 36.285557 0.14489  0.479 C 1468   -45  93.0
44564 cso1022_243_843     208.115859 36.218498 0.14829  0.230 A  397   846  92.5
44564 1237664854715007115 208.054066 36.314504 0.14833  1.73  A  694   855  92.4
44564 cso1022_267_969     208.025222 36.328747 0.14284  0.431 C  940  -581  91.8
44564 cso1022_274_234     208.278251 36.352047 0.14847  0.226 C 1438   893  91.2
44564 cso1022_258_1161    207.972822 36.261536 0.14706  1.45  C 1096   524  91.1
44564 cso1022_220_925     208.182077 36.133156 0.14415  1.40  C 1267  -238  90.8
44564 cso1022_256_337     208.248067 36.318649 0.14852  0.320 A 1084   906  90.8
44564 1237662685753376885 208.157511 36.266795 0.14855  1.83  A  280   913  90.8
44564 cso1022_257_431     208.216181 36.312786 0.14862  0.230 A  854   932  90.7
44564 cso1022_205_689     208.276191 36.167522 0.14361  0.707 C 1445  -380  90.7
44564 cso1022_225_1011    208.142982 36.126495 0.14449  0.332 C 1254  -149  90.6
44564 cso1022_215_879     208.211446 36.133663 0.14507  0.931 C 1357     3  90.6
44564 cso1022_224_1017    208.143682 36.124035 0.14493  2.43  C 1277   -34  90.6
44564 cso1022_223_1011    208.150077 36.122284 0.14612  0.577 A 1300   278  90.6
44564 cso1022_212_839     208.232489 36.137222 0.14545  0.833 A 1415   102  90.6
44564 cso1022_255_450     208.211760 36.306549 0.14868  1.72  C  795   948  90.5
44564 cso1022_262_1153    207.967486 36.290798 0.14521  1.20  A 1167    39  90.2
44564 cso1022_295_205     208.297391 36.375523 0.14820  0.290 C 1682   822  88.8
44564 cso1022_214_107     208.341165 36.320690 0.14576  1.40  A 1727   183  88.6
44564 cso1022_248_966     208.063388 36.223057 0.14884  0.393 C  552   990  88.1
44564 cso1022_244_594     208.184752 36.259785 0.14889  0.438 A  478  1003  87.7
44564 1237664854715072734 208.244140 36.310442 0.14895  1.75  A 1024  1020  87.3
44564 1237662685753376999 208.164863 36.106427 0.14708  1.64  A 1465   528  86.2
44564 cso1022_232_1161    208.075047 36.119587 0.14803  0.966 A 1349   778  86.2
44564 cso1022_183_448     208.353124 36.222717 0.14763  0.410 C 1765   673  86.1
44564 cso1022_253_650     208.149190 36.282814 0.14934  0.609 A  291  1121  81.8
44564 1237664854715072601 208.116342 36.328792 0.14932  2.74  A  621  1115  81.8
44564 cso1022_190_674     208.326745 36.161411 0.14857  0.588 C 1789   919  81.7
44564 cso1022_314_223     208.309107 36.394661 0.14818  0.913 C 1862   817  81.7
44564 cso1022_250_663     208.151422 36.269134 0.14947  2.66  A  241  1155  81.7
44564 cso1022_236_445     208.242660 36.266365 0.14960  0.540 C  909  1189  80.5
44564 cso1022_266_1207    207.944040 36.317524 0.14300  0.332 A 1408  -539  80.4
44564 cso1022_323_192     208.324156 36.392666 0.14498  0.850 C 1936   -21  80.3
44564 cso1022_267_1207    207.943711 36.321941 0.14782  1.32  A 1425   723  79.8
44564 cso1022_227_1187    208.095803 36.094528 0.14585  0.276 A 1548   207  78.9
44564 1237662685753311352 207.921161 36.225136 0.14544  1.56  A 1518   100  70.6
44564 cso1022_254_1344    207.923212 36.219505 0.14510  1.53  C 1515    10  70.6
44564 1237662685753376945 208.129929 36.125105 0.14220  2.10  A 1258  -748  67.2
44564 cso1022_132_206     208.406553 36.304672 0.14551  1.30  C 2161   118  67.2
44564 cso1022_252_476     208.206453 36.297382 0.14216  0.383 C  720  -759  67.1
44564 cso1022_245_381     208.245005 36.293961 0.14210  0.385 C  972  -775  66.3
44564 cso1022_253_562     208.177843 36.291058 0.14201  0.399 A  506  -799  64.7
44564 1237662685753311426 208.072897 36.259851 0.15006  1.65  C  353  1309  62.2
44564 cso1022_31_155      208.381662 36.386307 0.14533  1.60  C 2254    71  62.0
44564 cso1022_64_145      208.401475 36.368553 0.14659  2.31  C 2308   401  60.1
44564 cso1022_107_190     208.420229 36.328415 0.14626  4.40  A 2310   314  60.1
44564 1237664854715138119 208.420948 36.330000 0.14698  4.11  E 2319   502  60.1
44564 cso1022_241_147     208.317404 36.323219 0.15026  0.393 C 1569  1361  60.1
44564 cso1022_62_154      208.402934 36.371037 0.14703  0.479 A 2327   516  60.1
44564 1237664854715138234 208.433051 36.281447 0.14606  1.83  C 2329   262  60.1
44564 cso1022_128_283     208.429670 36.292713 0.14819  1.45  C 2314   819  60.1
44564 1237664854715072678 208.187569 36.316579 0.14175  2.80  C  712  -866  60.1
44564 cso1022_104_240     208.438511 36.328083 0.14687  1.16  A 2440   474  60.1
44564 cso1022_29_258      208.394952 36.412701 0.14344  1.32  A 2468  -424  60.1
44564 cso1022_277_1300    207.914142 36.395043 0.14613  1.45  A 1964   280  58.1
44564 cso1022_35_288      208.407283 36.417133 0.14432  1.63  C 2566  -194  57.7
44564 cso1022_228_1352    208.048038 36.067234 0.14461  0.721 E 1868  -118  57.5
44564 cso1022_154_627     208.438396 36.185101 0.14353  1.03  C 2465  -401  56.5
44564 cso1022_254_1463    207.886691 36.204285 0.14545  0.856 A 1815   102  55.2
44564 cso1022_234_739     208.170362 36.208736 0.15064  0.257 C  611  1461  54.2
44564 cso1022_103_320     208.465576 36.323864 0.14714  0.226 C 2626   545  53.8
44564 cso1022_212_372     208.302812 36.253921 0.15072  0.230 A 1356  1482  52.7
44564 cso1022_226_1382    208.056579 36.050407 0.14372  0.962 C 2001  -351  51.8
44564 cso1022_270_664     208.129807 36.344147 0.15084  0.856 C  765  1513  48.7
44564 cso1022_253_906     208.067994 36.254742 0.15093  1.53  A  394  1537  46.5
44565 cso1022_253_602     208.165812 36.285011 0.14765  0.387 A  124  -417 100.0
44565 cso1022_251_710     208.134227 36.268360 0.14768  0.231 A  167  -410 100.0
44565 cso1022_249_594     208.174067 36.275593 0.14799  0.488 A  181  -329 100.0
44565 cso1022_255_581     208.169818 36.293491 0.14794  0.783 A  193  -342 100.0
44565 1237662685753376885 208.157511 36.266795 0.14855  1.85  A  133  -184 100.0
44565 cso1022_255_450     208.211760 36.306549 0.14868  1.71  C  527  -149  99.8
44565 cso1022_257_431     208.216181 36.312786 0.14862  0.231 A  586  -164  99.8
44565 cso1022_265_514     208.182921 36.328602 0.14738  0.674 A  520  -488  99.8
