X,Y,XERR,YERR,YMODEL
0.5328999758,-0.02754387631,0.02189999819,0.02207861143,0.001344036133
0.5693999827,-0.01524274276,0.01460000873,0.02799444565,0.001485803944
0.6058999896,-0.02250541519,0.02189999819,0.0202235447,0.001699977282
0.649699986,0.008142695632,0.02189999819,0.0210544833,0.00182528954
0.6934999824,-0.02082592816,0.02189999819,0.01956614387,0.002117387545
0.744599998,-0.02034271875,0.02920001745,0.01514606571,0.002767585053
0.7957000136,0.0007541081508,0.02189999819,0.0180131931,0.003855984117
0.83950001,-0.01503191453,0.02189999819,0.01834251497,0.005216398776
0.8760000169,0.06486310148,0.01460000873,0.0249513503,0.006467536223
0.9125000238,0.01989910491,0.02189999819,0.01613030837,0.007475452851
0.9563000202,0.002181744352,0.02189999819,0.01695941099,0.007609182482
1.000099987,0.01578459979,0.02189996839,0.01674562533,0.006387135751
1.043899953,0.01989910491,0.02189999819,0.01613030837,0.004754492126
1.08769995,0.006548121781,0.02189999819,0.01667600057,0.003427756978
1.138799965,0.006611079992,0.02920001745,0.01451109608,0.002616695641
1.1972,0.01202731368,0.02920001745,0.01279647132,0.002370767308
1.255600035,0.008248470414,0.02920001745,0.01441842092,0.002302147436
1.32130003,-0.0183396618,0.03649997711,0.0113702249,0.002167667159
1.394299984,0.005389899734,0.03649997711,0.01011171301,0.001859645627
1.459999979,-0.00799914738,0.02920001745,0.01356058872,0.001466939143
1.518400013,0.003651473572,0.02920001745,0.0130819943,0.001219168213
1.576799989,0.007996997162,0.02919995785,0.01204354616,0.001053343803
1.627899945,0.02157859194,0.02189999819,0.01529800882,0.0009843028384
1.671700001,0.02376171599,0.02190005779,0.01514138412,0.001008046332
1.730100036,-0.01310000603,0.03649997711,0.01106429014,0.001003035451
1.79580003,-0.01964976833,0.02920001745,0.0140228584,0.0008318516236
1.861500025,-0.02635025604,0.03649997711,0.01165018431,0.0006915610312
1.934499979,-0.01310000603,0.03649997711,0.01106429014,0.0005186438881
2.014799953,-0.01163048385,0.04379999638,0.009707015097,0.0003812822249
2.087800026,-0.002898082199,0.02920007706,0.01348562279,0.0002731324879
2.146200061,-0.02638827188,0.02919995785,0.0141897579,0.000223832137
2.226500034,-0.02432756951,0.05110001564,0.008744450982,0.0002331466756
2.335999966,-0.01964926681,0.0583999157,0.007563300547,0.0002127322609
2.445499897,-0.01486311406,0.05110001564,0.008347185024,0.0001634461518

