MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+,factor|7,factor|7-,factor|7+
constant*tbabs*apec,18758.331055000002,-0.004947480445,0.005846075531,3,82.70163415,82.60651037,53,1.204960878,0.2868003014000001,0.8240002909999999,6.969677674e-5,4.232374556e-5,5.260439945999999e-5,0.4432210694,0.4432210694,1.1505860345999999
