MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+,factor|7,factor|7-,factor|7+
constant*tbabs*apec,18758.331055000002,-0.003422423877,0.005781441439,3,80.15555743,80.04762656,52,1.211677307,0.2814595288,0.8755007259999998,7.108330288e-5,4.2899806669999994e-5,5.324839972000001e-5,0.4402456296,0.4402456296,1.1164929074
