X,Y,XERR,YERR,YMODEL
0.5328999758,-0.02753151723,0.02189999819,0.02207738936,0.001361153657
0.5693999827,-0.01195582756,0.01460000873,0.02780081523,0.001503133245
0.6058999896,-0.02493011806,0.02189999819,0.02007528857,0.001717418879
0.649699986,0.008152133474,0.02189999819,0.02105350469,0.001838639557
0.6934999824,-0.02325130516,0.02189999819,0.01941294363,0.002122924213
0.744599998,-0.02379829802,0.02920001745,0.01512357665,0.002759263984
0.7957000136,0.0007612988874,0.02189999819,0.01801232161,0.003829448615
0.83950001,-0.01502360024,0.02189999819,0.0183415254,0.00518031059
0.8760000169,0.06486883159,0.01460000873,0.02495059827,0.006438912262
0.9125000238,0.01990382383,0.02189999819,0.01612966969,0.00747595265
0.9563000202,0.002188036247,0.02189999819,0.01695860105,0.007654468946
1.000099987,0.01578999285,0.02189996839,0.01674492224,0.006456770635
1.043899953,0.01990382383,0.02189999819,0.01612966969,0.004819662777
1.08769995,0.006553964254,0.02189999819,0.01667523571,0.003475215492
1.138799965,0.008254200528,0.02920001745,0.01441777022,0.002648032681
1.1972,0.012031527,0.02920001745,0.01279593221,0.002394947157
1.255600035,0.008254200528,0.02920001745,0.01441777022,0.002327501292
1.32130003,-0.01833386427,0.03649997711,0.01136955701,0.002197269792
1.394299984,0.003932380693,0.03649997711,0.01000514687,0.001889575162
1.459999979,-0.006356026844,0.02920001745,0.01346067439,0.001492565596
1.518400013,0.005293582911,0.02920001745,0.0129785236,0.001241333122
1.576799989,0.009638098654,0.02919995785,0.01193121135,0.001072795798
1.627899945,0.02158263673,0.02189999819,0.0152974316,0.001001507704
1.671700001,0.02376553606,0.02190005779,0.01514083333,0.00102371327
1.730100036,-0.01178496869,0.03649997711,0.01098586455,0.001017379825
1.79580003,-0.01964285849,0.02920001745,0.01402205159,0.0008452381392
1.861500025,-0.02634378437,0.03649997711,0.01164945666,0.0007040151616
1.934499979,-0.01309474781,0.03649997711,0.01106366762,0.0005284727333
2.014799953,-0.01162565258,0.04379999638,0.009706471813,0.0003886642306
2.087800026,-0.002892520629,0.02920007706,0.01348494753,0.000278501514
2.15350008,-0.02750231807,0.03649997711,0.01188593605,0.0002271705623
2.241100073,-0.02514979607,0.05110001564,0.008904780527,0.0002408875206
2.350600004,-0.01709443437,0.0583999157,0.007529261327,0.0002092695412

