SPEC_PATH,EXPOSURE,COUNT_RATE,COUNT_RATE_ERR,Lx_0.5_2.0,Lx_0.5_2.0-,Lx_0.5_2.0+,Lx_0.01_100.0,Lx_0.01_100.0-,Lx_0.01_100.0+
/mnt/ufs18/rs-033/mc2/OVI_groups/notebooks/lum_temp_rad_pipeline/chandra_spec/12833B_obsid15378_grp.pi,19812.78516,0.004375710838,0.001672348411,0.01656650168,0.01656650168,0.0015661172686332377,0.04091065628,0.04091065628,0.018682149403604197

