MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.004375710838,0.001672348411,2,17.80599086,17.54557371,21,3.864155701,3.6167427554000002,-3.864155701,6.504760848e-5,4.2634265170000004e-5,4.505979851999999e-5
