MODEL,TOTAL_EXPOSURE,TOTAL_COUNT_RATE,TOTAL_COUNT_RATE_ERR,NUM_UNLINKED_THAWED_VARS,FIT_STATISTIC,TEST_STATISTIC,DOF,kT|3,kT|3-,kT|3+,norm|6,norm|6-,norm|6+
constant*tbabs*apec,19812.78516,0.0147172667,0.001957315373,2,33.56577046,32.85159116,30,1.587077348,0.3844254570000001,0.9932160550000002,0.0002335328159,5.4708580999999974e-5,5.167013140000004e-5
